, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Inbound, Label
129,6,117,1,2,0.0,0.0,1,5
612,6,108454410,14,2,0.0,0.0,1,2
508,17,92689,200,0,88000.0,0.0,1,1
730,17,3,2,0,2848.0,0.0,1,7
149,6,2791702,5,2,0.0,0.0,1,5
394,6,237,1,1,0.0,0.0,1,5
384,17,72825,200,0,88000.0,0.0,1,1
858,17,20696,2,2,86.0,196.0,0,0
415,17,2,2,0,458.0,0.0,1,6
479,17,1,2,0,458.0,0.0,1,6
535,17,1,2,0,2944.0,0.0,1,7
869,17,2,2,0,2944.0,0.0,1,7
259,17,2,2,0,2944.0,0.0,1,7
67,17,3,2,0,2736.0,0.0,1,7
376,6,4400135,9,6,1090.0,2146.0,1,5
832,6,1,2,0,0.0,0.0,1,2
790,6,168,1,2,0.0,0.0,1,0
935,6,1,2,0,0.0,0.0,1,2
696,6,165,1,1,0.0,0.0,0,5
528,6,217,1,2,0.0,0.0,1,0
782,17,1,2,0,458.0,0.0,1,6
96,17,1,2,0,458.0,0.0,1,6
756,17,23886,2,2,92.0,372.0,0,0
972,17,1,2,0,458.0,0.0,1,6
726,17,48274,200,0,88000.0,0.0,1,1
275,6,100,1,2,0.0,0.0,1,5
24,6,105,1,1,0.0,0.0,0,5
37,17,29212,200,0,88000.0,0.0,1,1
447,17,1,2,0,458.0,0.0,1,6
57,6,55914,1,3,0.0,0.0,0,0
563,17,2,2,0,2944.0,0.0,1,7
517,17,1,2,0,778.0,0.0,1,3
132,6,116139102,45,45,8638.0,13972.0,0,0
648,6,973,1,3,0.0,0.0,1,5
329,17,1,2,0,1354.0,0.0,1,4
390,17,1,2,0,458.0,0.0,1,6
718,17,1,2,0,890.0,0.0,1,4
355,17,1,2,0,458.0,0.0,1,6
982,17,48,2,0,1132.0,0.0,1,4
384,6,5371834,12,9,1758.0,4290.0,1,5
852,6,110467358,18,4,0.0,0.0,1,2
51,6,541,1,1,0.0,0.0,1,5
843,17,1,2,0,458.0,0.0,1,6
448,6,2,2,0,0.0,0.0,0,0
351,17,2,2,0,2944.0,0.0,1,7
959,17,55592,2,2,58.0,226.0,0,0
784,17,1,2,0,1180.0,0.0,1,4
722,17,3,2,0,2944.0,0.0,1,7
671,6,101,1,2,0.0,0.0,1,5
546,17,49,2,0,900.0,0.0,1,4
855,17,3,2,0,2944.0,0.0,1,7
92,17,42517,200,0,88000.0,0.0,1,1
865,17,1,2,0,810.0,0.0,1,4
820,17,1,2,0,458.0,0.0,1,6
131,17,1,2,0,1042.0,0.0,1,4
282,17,2,2,0,2754.0,0.0,1,7
394,17,1,2,0,2944.0,0.0,1,4
276,17,54065,200,0,88000.0,0.0,1,1
113,17,1,2,0,458.0,0.0,1,6
741,17,1,2,0,458.0,0.0,1,6
790,17,1,2,0,1238.0,0.0,1,4
467,17,1,2,0,458.0,0.0,1,6
304,17,1,2,0,914.0,0.0,1,4
887,6,115,1,2,0.0,0.0,0,5
244,17,329693,8,0,3006.0,0.0,1,3
755,6,106,1,2,0.0,0.0,1,5
436,6,1,2,0,0.0,0.0,1,2
735,6,1,2,0,0.0,0.0,1,2
3,17,1,2,0,1020.0,0.0,1,4
837,17,48,2,0,458.0,0.0,1,6
126,17,1,2,0,1028.0,0.0,1,4
366,17,2,2,0,2944.0,0.0,1,7
338,6,1,2,0,0.0,0.0,1,2
85,17,2,2,0,2928.0,0.0,1,7
866,17,1,2,0,2944.0,0.0,1,4
925,17,1,2,0,2944.0,0.0,1,1
95,6,45,2,0,0.0,0.0,1,2
849,17,1,2,0,1082.0,0.0,1,4
906,6,6189484,12,9,1798.0,4290.0,1,5
619,17,2,2,0,2944.0,0.0,1,7
99,17,1,2,0,458.0,0.0,1,6
422,6,117886427,14,4,0.0,0.0,1,2
747,17,2,2,0,66.0,0.0,0,5
115,17,2,2,0,2944.0,0.0,1,7
50,17,140761,200,0,88000.0,0.0,1,1
224,17,3,2,0,2944.0,0.0,1,7
478,6,107374921,16,2,0.0,0.0,1,2
253,17,1,2,0,458.0,0.0,1,6
864,17,1,2,0,1844.0,0.0,1,4
531,17,1,2,0,458.0,0.0,1,6
42,17,2,2,0,422.0,0.0,1,6
757,6,5368697,12,9,1844.0,4290.0,1,1
991,6,106622660,10,0,0.0,0.0,1,2
317,17,1,2,0,874.0,0.0,1,4
86,6,5336874,12,9,1738.0,4290.0,1,5
394,6,3,3,0,0.0,0.0,1,0
9,6,95426030,21,20,20.0,0.0,0,0
181,6,117,1,2,0.0,0.0,0,5
935,17,20735,2,2,70.0,102.0,0,0
747,17,1,2,0,822.0,0.0,1,4
882,17,1,2,0,422.0,0.0,1,6
623,17,1,2,0,458.0,0.0,1,6
51,17,106466,200,0,88000.0,0.0,1,1
562,6,104566760,14,0,0.0,0.0,1,2
199,17,1,2,0,458.0,0.0,1,6
575,17,216847,6,0,2088.0,0.0,1,3
999,17,88392,200,0,88000.0,0.0,1,1
971,17,1,2,0,912.0,0.0,1,4
753,17,2,2,0,2944.0,0.0,1,7
913,6,55401,1,3,0.0,0.0,0,0
720,17,1,2,0,914.0,0.0,1,4
489,17,1,2,0,738.0,0.0,1,3
967,17,2,2,0,2944.0,0.0,1,7
969,6,116162927,16,4,0.0,0.0,1,2
690,17,20688,2,2,58.0,236.0,0,0
89,17,106319,4,0,1438.0,0.0,1,3
978,17,2,2,0,2944.0,0.0,1,7
190,6,1,2,0,0.0,0.0,1,2
976,6,356445,1,2,0.0,0.0,0,5
318,17,1,2,0,1022.0,0.0,1,4
434,6,51,2,2,0.0,0.0,1,2
504,6,32336,1,1,0.0,0.0,0,0
162,17,40134,200,0,88000.0,0.0,1,1
969,17,2,2,0,2944.0,0.0,1,7
752,17,20746,2,2,62.0,94.0,0,0
955,6,116920618,16,0,0.0,0.0,1,2
179,17,1,2,0,994.0,0.0,1,4
914,6,6166181,12,9,1676.0,4290.0,1,5
8,6,1,2,0,0.0,0.0,1,2
245,17,2,2,0,2944.0,0.0,1,7
179,17,1,2,0,2928.0,0.0,1,7
34,17,1,2,0,918.0,0.0,1,4
50,17,2,2,0,2944.0,0.0,1,7
310,17,2,2,0,2944.0,0.0,1,7
650,17,51,2,0,840.0,0.0,1,4
198,6,1,2,0,0.0,0.0,1,2
961,17,4,2,0,2944.0,0.0,1,1
590,6,98,1,2,0.0,0.0,1,5
782,6,108103415,14,0,0.0,0.0,1,2
645,17,20803,2,2,94.0,206.0,0,0
780,6,113987033,22,10,0.0,0.0,1,2
399,17,1,2,0,938.0,0.0,1,4
481,6,111293111,18,0,0.0,0.0,1,2
998,17,1,2,0,750.0,0.0,1,3
635,6,1,2,0,0.0,0.0,1,2
499,6,106,1,2,0.0,0.0,0,1
18,6,51,2,2,0.0,0.0,1,2
197,17,2,2,0,2944.0,0.0,1,7
518,17,1,2,0,802.0,0.0,1,3
933,17,2,2,0,1488.0,0.0,1,4
800,6,82,2,2,0.0,0.0,1,2
474,17,2,2,0,2944.0,0.0,1,4
897,17,2,2,0,738.0,0.0,1,3
741,6,93904243,14,0,0.0,0.0,1,2
601,6,2,3,0,0.0,0.0,1,0
714,17,1,2,0,458.0,0.0,1,6
852,17,45,2,0,750.0,0.0,1,3
353,6,116934038,32,29,5894.0,6960.0,0,0
362,17,3,2,0,2944.0,0.0,1,7
620,17,1,2,0,1690.0,0.0,1,4
273,6,1855287,9,6,836.0,2146.0,1,5
997,17,1,2,0,1842.0,0.0,1,4
291,17,1,2,0,786.0,0.0,1,3
377,6,52,2,2,0.0,0.0,1,2
370,17,2,2,0,2944.0,0.0,1,7
572,6,10197098,33,36,2918.0,4378.0,1,5
37,17,2,2,0,2944.0,0.0,1,7
195,17,2,2,0,2944.0,0.0,1,7
110,17,108778,4,0,1498.0,0.0,1,3
517,0,47768360,18,0,0.0,0.0,0,0
496,6,18386175,5,2,0.0,0.0,1,5
141,17,1,2,0,458.0,0.0,1,6
505,17,2,2,0,854.0,0.0,1,4
560,17,108876,4,0,1398.0,0.0,1,3
225,17,2,2,0,2944.0,0.0,1,7
570,17,53865,200,0,88000.0,0.0,1,1
701,17,2,2,0,2944.0,0.0,1,7
706,6,10501517,31,34,2750.0,4378.0,1,5
822,17,3,2,0,2944.0,0.0,1,7
236,17,72417,200,0,88000.0,0.0,1,1
702,17,1,2,0,458.0,0.0,1,6
480,6,116893636,12,0,0.0,0.0,1,2
217,17,882157,18,0,6600.0,0.0,1,3
147,17,1,2,0,888.0,0.0,1,4
205,17,1,2,0,458.0,0.0,1,6
670,17,49978,200,0,88000.0,0.0,1,1
919,17,771073,16,0,5940.0,0.0,1,3
677,17,3,2,0,880.0,0.0,0,1
227,6,60144,1,1,0.0,0.0,0,0
882,6,32329,1,1,0.0,0.0,0,0
279,6,143,1,1,0.0,0.0,1,5
875,17,3,2,0,2944.0,0.0,1,7
316,17,3,2,0,2944.0,0.0,1,7
455,17,18703,200,0,88000.0,0.0,1,1
301,17,3,2,0,2944.0,0.0,1,7
510,17,1,2,0,458.0,0.0,1,6
831,6,219,1,1,0.0,0.0,0,1
835,17,1,2,0,1006.0,0.0,1,4
179,6,141,1,2,0.0,0.0,1,5
846,17,20613,2,2,100.0,156.0,0,0
565,6,155,1,1,0.0,0.0,0,5
496,6,108329,4,2,148.0,252.0,0,0
59,17,1,2,0,1020.0,0.0,1,4
82,17,49,2,0,458.0,0.0,1,6
886,17,1,2,0,458.0,0.0,1,6
401,17,1,2,0,424.0,0.0,1,6
543,17,1,2,0,458.0,0.0,1,6
985,6,4230455,9,6,1194.0,2146.0,1,5
244,17,20632,2,2,74.0,186.0,0,0
107,17,1,2,0,880.0,0.0,0,1
110,17,36890,200,0,88000.0,0.0,1,1
672,6,113000834,16,4,0.0,0.0,1,2
641,17,2,2,0,2944.0,0.0,1,7
513,6,113772889,16,2,0.0,0.0,1,2
752,17,1,2,0,494.0,0.0,1,6
526,17,440138,10,0,3744.0,0.0,1,3
22,6,5197051,10,7,408.0,440.0,0,1
306,17,3,2,0,880.0,0.0,0,1
319,17,1,2,0,802.0,0.0,1,3
146,17,20579,2,2,120.0,376.0,0,0
805,17,35500,200,0,88000.0,0.0,1,1
736,17,1,2,0,1128.0,0.0,1,4
921,6,140,1,2,0.0,0.0,1,5
86,17,1,2,0,750.0,0.0,1,3
904,6,100379,1,2,0.0,0.0,0,5
874,17,49,2,0,458.0,0.0,1,6
593,6,119146336,16,4,0.0,0.0,1,2
468,17,1,2,0,458.0,0.0,1,6
844,17,1,2,0,890.0,0.0,1,4
91,17,1,2,0,458.0,0.0,1,6
13,17,1,2,0,1002.0,0.0,1,4
950,17,109626,4,0,1446.0,0.0,1,3
88,17,1,2,0,890.0,0.0,1,4
40,17,66949,200,0,88000.0,0.0,1,1
346,6,5234590,13,8,2346.0,4290.0,1,5
493,6,10160564,31,34,2750.0,4378.0,1,5
428,6,25724830,7,6,6.0,0.0,0,0
524,6,1,2,0,31.0,0.0,0,0
405,6,158,1,1,0.0,0.0,0,5
782,17,1,2,0,862.0,0.0,1,4
814,17,1,2,0,2672.0,0.0,1,4
883,17,1,2,0,750.0,0.0,1,3
206,17,108690,4,0,1398.0,0.0,1,3
872,6,5568590,12,9,1834.0,4290.0,1,5
255,17,45,2,0,458.0,0.0,1,6
111,17,1,2,0,1320.0,0.0,1,4
835,17,49,2,0,458.0,0.0,1,6
216,6,49,2,0,0.0,0.0,1,2
625,17,1,2,0,910.0,0.0,1,4
127,17,58130,2,2,84.0,400.0,0,0
540,17,1,2,0,916.0,0.0,1,4
201,6,1,2,0,0.0,0.0,1,2
249,17,659775,14,0,5154.0,0.0,1,3
630,6,119992098,20,8,0.0,0.0,1,2
913,17,1,2,0,994.0,0.0,1,4
904,17,2,2,0,778.0,0.0,1,3
994,17,5,2,0,2944.0,0.0,1,1
599,6,107846224,16,2,0.0,0.0,1,2
733,17,1,2,0,458.0,0.0,1,6
490,17,72902,200,0,88000.0,0.0,1,1
760,6,54737,1,1,0.0,0.0,0,0
540,17,57519,200,0,88000.0,0.0,1,1
913,17,28185,200,0,88000.0,0.0,1,1
310,17,1,2,0,810.0,0.0,1,4
85,17,2,2,0,880.0,0.0,0,1
927,17,1,2,0,892.0,0.0,1,4
353,17,1,2,0,458.0,0.0,1,6
94,6,107823596,16,2,0.0,0.0,1,2
281,17,2,2,0,2944.0,0.0,1,7
723,6,49,2,0,0.0,0.0,1,2
225,17,48205,200,0,88000.0,0.0,1,1
533,17,1,2,0,786.0,0.0,1,3
318,17,2,2,0,2944.0,0.0,1,7
461,17,50,2,0,458.0,0.0,1,6
507,6,109226768,16,0,0.0,0.0,1,2
344,17,1,2,0,458.0,0.0,1,6
761,6,153,1,1,0.0,0.0,0,5
610,6,93690142,14,0,0.0,0.0,1,2
277,17,20626,2,2,82.0,594.0,0,0
874,17,1,2,0,816.0,0.0,1,4
16,17,48,2,0,958.0,0.0,1,4
966,17,3,2,0,2944.0,0.0,1,1
357,17,105019,4,0,1438.0,0.0,1,3
733,6,3292619,21,24,1458.0,2834.0,1,5
606,17,53343,200,0,88000.0,0.0,1,1
885,17,2,2,0,2944.0,0.0,1,7
923,17,2,2,0,1218.0,0.0,1,4
519,17,109667,4,0,1446.0,0.0,1,3
572,6,3,3,0,0.0,0.0,1,0
149,17,106872,4,0,1438.0,0.0,1,3
741,17,1,2,0,914.0,0.0,1,4
980,6,148,2,2,0.0,0.0,1,5
592,6,114,1,2,0.0,0.0,0,5
367,17,39071,200,0,88000.0,0.0,1,1
855,6,166,1,1,0.0,0.0,1,5
631,17,1,2,0,2594.0,0.0,1,4
565,17,2,2,0,2944.0,0.0,1,7
395,17,1,2,0,2910.0,0.0,1,7
382,17,2,2,0,2928.0,0.0,1,7
284,17,2,2,0,2944.0,0.0,1,7
600,17,3,2,0,2944.0,0.0,1,7
639,17,2,2,0,2778.0,0.0,1,7
267,17,1,2,0,458.0,0.0,1,6
396,6,1,2,0,0.0,0.0,1,2
592,6,46,2,0,0.0,0.0,1,2
156,17,80953,200,0,88000.0,0.0,1,1
221,17,116350,200,0,88000.0,0.0,1,1
385,17,1,2,0,458.0,0.0,1,6
337,17,1,2,0,892.0,0.0,1,4
325,6,228,1,1,0.0,0.0,0,5
473,6,28041,1,1,0.0,0.0,0,0
267,17,3,2,0,2944.0,0.0,1,7
792,17,1,2,0,458.0,0.0,1,6
988,17,1,2,0,1130.0,0.0,1,4
682,6,5539663,19,28,1322.0,3476.0,1,5
755,17,20831,2,2,74.0,106.0,0,0
576,17,2,2,0,2944.0,0.0,1,7
125,17,2,2,0,458.0,0.0,1,6
420,17,1,2,0,458.0,0.0,1,6
925,17,1,2,0,750.0,0.0,1,3
687,17,1,2,0,458.0,0.0,1,6
512,6,109156040,12,2,0.0,0.0,1,2
575,6,116737772,18,4,0.0,0.0,1,2
330,6,228585,17,11,1670.0,6124.0,0,0
84,17,1,2,0,2752.0,0.0,1,7
611,17,2,2,0,2758.0,0.0,1,7
105,6,156,1,2,0.0,0.0,0,5
229,17,41290,200,0,88000.0,0.0,1,1
225,6,22051267,5,2,0.0,0.0,1,5
820,6,113468990,18,2,0.0,0.0,1,2
617,17,105539,4,0,1438.0,0.0,1,3
556,6,1,2,0,0.0,0.0,1,2
309,17,50965,200,0,88000.0,0.0,1,1
953,17,1,2,0,1036.0,0.0,1,4
5,17,2,2,0,458.0,0.0,1,6
932,17,109189,4,0,1438.0,0.0,1,3
866,6,54726,1,2,0.0,0.0,0,0
79,17,1,2,0,458.0,0.0,1,6
851,6,101,2,2,0.0,0.0,1,2
759,17,0,2,0,786.0,0.0,1,3
364,6,90,2,2,0.0,0.0,1,1
304,17,2,2,0,2944.0,0.0,1,7
50,17,1,2,0,932.0,0.0,1,4
27,6,108,1,2,0.0,0.0,0,5
277,17,1,2,0,750.0,0.0,1,3
285,6,118949343,18,4,0.0,0.0,1,2
886,17,45,2,0,866.0,0.0,1,4
253,17,1,2,0,2638.0,0.0,1,7
631,6,168,1,1,0.0,0.0,1,5
147,6,101,1,2,0.0,0.0,1,5
29,17,1,2,0,786.0,0.0,1,3
833,17,1,2,0,458.0,0.0,1,6
500,6,1,2,0,0.0,0.0,1,2
789,17,1,2,0,458.0,0.0,1,6
122,6,5025229,8,7,1110.0,2146.0,1,5
866,17,1,2,0,458.0,0.0,1,6
254,17,100010,200,0,88000.0,0.0,1,1
935,17,48,2,0,458.0,0.0,1,6
693,17,1,2,0,458.0,0.0,1,6
47,17,68252,200,0,88000.0,0.0,1,1
710,17,213923,6,0,2088.0,0.0,1,3
544,6,168,1,1,0.0,0.0,1,5
261,6,49,2,0,0.0,0.0,1,2
257,6,66061,7,2,938.0,0.0,0,0
480,17,1,2,0,458.0,0.0,1,6
806,17,1,2,0,2774.0,0.0,1,7
427,17,1,2,0,422.0,0.0,1,6
37,17,108000,4,0,1398.0,0.0,1,3
344,17,2,2,0,2944.0,0.0,1,7
952,17,1,2,0,2734.0,0.0,1,7
228,6,104873105,18,2,0.0,0.0,1,2
696,17,1,2,0,422.0,0.0,1,6
165,17,1,2,0,458.0,0.0,1,6
422,6,163,1,1,0.0,0.0,0,1
202,17,1,2,0,494.0,0.0,1,6
392,6,146,1,1,0.0,0.0,0,5
453,17,51,2,0,1272.0,0.0,1,4
951,6,1,2,0,0.0,0.0,1,2
65,17,1,2,0,926.0,0.0,1,4
465,17,0,2,0,778.0,0.0,1,3
934,17,2,2,0,2692.0,0.0,1,7
526,17,38356,200,0,88000.0,0.0,1,1
191,6,94863,1,2,0.0,0.0,0,5
804,6,103131664,16,6,0.0,0.0,1,2
299,17,1,2,0,964.0,0.0,1,4
495,6,1,2,0,0.0,0.0,1,2
206,17,3,2,0,2944.0,0.0,1,7
123,17,1,2,0,910.0,0.0,1,4
306,17,1,2,0,458.0,0.0,1,6
499,6,141,1,1,0.0,0.0,1,5
105,6,48,2,0,0.0,0.0,1,2
980,17,1,2,0,878.0,0.0,1,4
415,6,61106,1,1,0.0,0.0,0,0
646,17,20803,2,2,76.0,180.0,0,0
266,17,2,2,0,458.0,0.0,1,6
798,17,1,2,0,738.0,0.0,1,3
659,6,217,1,1,0.0,0.0,1,5
411,17,20725,2,2,82.0,114.0,0,0
217,6,1,2,0,0.0,0.0,1,2
589,6,191,1,1,0.0,0.0,0,5
710,17,1,2,0,2692.0,0.0,1,7
308,17,105107,4,0,1398.0,0.0,1,3
344,6,6224620,12,9,1760.0,4290.0,1,5
294,17,2,2,0,458.0,0.0,1,6
850,17,3,2,0,2944.0,0.0,1,1
853,6,1,2,0,0.0,0.0,1,2
207,6,112212095,16,10,307.0,368.0,0,0
435,17,48,2,0,910.0,0.0,1,4
287,17,125590,200,0,88000.0,0.0,1,1
575,6,151,1,1,0.0,0.0,1,5
483,17,44456,200,0,88000.0,0.0,1,1
125,17,1,2,0,822.0,0.0,1,4
874,17,2,2,0,2714.0,0.0,1,7
149,17,2,2,0,458.0,0.0,1,6
902,17,44,2,0,802.0,0.0,1,3
178,17,1,2,0,994.0,0.0,1,4
974,17,2,2,0,458.0,0.0,1,6
202,17,44134,2,2,60.0,116.0,0,0
780,17,47,2,0,458.0,0.0,1,6
393,17,2,2,0,2944.0,0.0,1,7
902,17,20679,2,2,94.0,390.0,0,0
149,6,1,2,0,0.0,0.0,1,2
262,17,48,2,0,458.0,0.0,1,6
664,6,117044028,18,4,0.0,0.0,1,2
163,17,3,2,0,2944.0,0.0,1,7
808,6,5264054,12,9,1740.0,4290.0,1,5
192,17,37261,200,0,88000.0,0.0,1,1
962,17,1,2,0,2742.0,0.0,1,7
784,6,92452805,10,0,0.0,0.0,1,2
510,17,0,2,0,750.0,0.0,1,3
291,6,116,1,2,0.0,0.0,1,5
55,17,1,2,0,458.0,0.0,1,6
260,17,1,2,0,2898.0,0.0,1,7
466,17,2,2,0,2944.0,0.0,1,7
615,17,1,2,0,458.0,0.0,1,6
116,6,142609,4,2,0.0,0.0,1,5
773,17,1,2,0,898.0,0.0,1,4
88,6,117000321,35,30,1766.0,2820.0,0,0
687,17,2,2,0,2944.0,0.0,1,7
434,17,35592,198,0,87120.0,0.0,1,1
682,17,2,2,0,2944.0,0.0,1,7
977,17,2,2,0,914.0,0.0,1,4
313,17,1,2,0,766.0,0.0,1,3
686,6,1029,1,3,0.0,0.0,1,5
930,17,3,2,0,2944.0,0.0,1,7
666,17,2,2,0,1214.0,0.0,1,4
741,17,142833,200,0,88000.0,0.0,1,1
93,17,4,2,0,2494.0,0.0,1,7
149,17,1,2,0,954.0,0.0,1,4
433,17,2,2,0,2944.0,0.0,1,7
249,17,2,2,0,458.0,0.0,1,6
951,6,77,1,2,0.0,0.0,1,0
172,17,1,2,0,494.0,0.0,1,6
952,6,3,2,0,0.0,0.0,0,5
456,17,1,2,0,904.0,0.0,1,4
994,17,20739,2,2,94.0,702.0,0,0
479,17,2,2,0,2944.0,0.0,1,7
425,17,1,2,0,914.0,0.0,1,4
523,17,1,2,0,458.0,0.0,1,6
190,17,1,2,0,458.0,0.0,1,6
895,17,3,2,0,2944.0,0.0,1,1
264,6,294870,11,8,1736.0,4290.0,1,5
962,17,20681,2,2,50.0,212.0,0,0
671,17,2,2,0,2816.0,0.0,1,7
961,6,46,2,0,0.0,0.0,1,2
927,17,2,2,0,2944.0,0.0,1,7
759,6,282565,9,6,996.0,2146.0,1,1
673,6,246447,9,6,818.0,2146.0,1,5
549,6,113,1,2,0.0,0.0,0,5
809,6,167,1,1,0.0,0.0,1,5
188,6,108997900,16,2,0.0,0.0,1,2
925,17,2,2,0,1298.0,0.0,1,4
454,17,330051,8,0,3006.0,0.0,1,3
124,17,2,2,0,2682.0,0.0,1,7
192,6,48,2,0,0.0,0.0,1,2
486,17,2,2,0,2944.0,0.0,1,7
177,17,1,2,0,786.0,0.0,1,3
718,17,29452,200,0,88000.0,0.0,1,1
764,17,1,2,0,2178.0,0.0,1,4
760,17,1,2,0,802.0,0.0,1,3
462,6,1,2,0,0.0,0.0,1,0
942,17,1,2,0,422.0,0.0,1,6
36,17,1,2,0,1020.0,0.0,1,4
903,6,877,1,3,0.0,0.0,1,5
668,17,1,2,0,458.0,0.0,1,6
511,17,1,2,0,880.0,0.0,0,1
820,17,47035,2,2,74.0,186.0,0,0
640,17,1,2,0,494.0,0.0,1,6
916,17,1,2,0,738.0,0.0,1,3
302,17,1,2,0,786.0,0.0,1,3
246,17,2,2,0,2806.0,0.0,1,7
796,17,84238,200,0,88000.0,0.0,1,1
326,6,1,2,0,0.0,0.0,1,2
299,6,106979176,16,2,0.0,0.0,1,2
667,17,1,2,0,992.0,0.0,1,4
636,17,1,2,0,1226.0,0.0,1,4
618,17,2,2,0,2944.0,0.0,1,7
416,17,1,2,0,802.0,0.0,1,3
658,6,1,2,0,0.0,0.0,1,2
708,17,1,2,0,458.0,0.0,1,6
562,6,165,1,2,0.0,0.0,1,0
908,6,206290,7,2,700.0,0.0,0,0
500,17,1,2,0,738.0,0.0,1,3
965,6,115209110,16,2,0.0,0.0,1,2
483,17,0,2,0,738.0,0.0,1,3
708,6,125,2,2,0.0,0.0,1,2
752,17,48,2,0,802.0,0.0,1,3
892,6,316282,7,2,768.0,0.0,0,0
123,6,13156056,8,7,1110.0,2146.0,1,5
50,6,1,2,0,0.0,0.0,1,2
45,17,55165,2,2,78.0,190.0,0,0
718,6,47,2,0,0.0,0.0,1,2
716,6,86973,1,3,0.0,0.0,0,0
774,6,1,2,0,0.0,0.0,1,2
340,17,1,2,0,766.0,0.0,1,3
501,6,32409,1,1,0.0,0.0,0,0
185,17,1,2,0,750.0,0.0,1,3
139,17,1,2,0,1732.0,0.0,1,4
841,17,2,2,0,806.0,0.0,1,4
75,17,43337,200,0,88000.0,0.0,1,1
971,17,2,2,0,2944.0,0.0,1,7
776,17,1,2,0,458.0,0.0,1,6
261,17,1,2,0,738.0,0.0,1,3
291,17,20684,2,2,62.0,94.0,0,0
944,17,2,2,0,1048.0,0.0,1,4
506,17,1,2,0,458.0,0.0,1,6
733,6,115498744,16,2,0.0,0.0,1,2
744,17,1,2,0,458.0,0.0,1,6
723,6,4853381,9,6,1052.0,2146.0,1,5
154,6,1,2,0,0.0,0.0,1,2
80,17,1,2,0,750.0,0.0,1,3
601,17,2,2,0,2944.0,0.0,1,7
739,6,99,1,2,0.0,0.0,1,5
396,6,132,1,2,0.0,0.0,1,0
409,6,131,1,2,0.0,0.0,1,0
196,17,1,2,0,822.0,0.0,1,4
966,17,2,2,0,458.0,0.0,1,6
354,17,84258,200,0,88000.0,0.0,1,1
876,17,1,2,0,1002.0,0.0,1,4
332,17,1,2,0,1088.0,0.0,1,4
235,17,1,2,0,898.0,0.0,1,4
231,17,1,2,0,458.0,0.0,1,6
334,17,1,2,0,458.0,0.0,1,6
779,6,1,2,0,0.0,0.0,1,2
478,6,32457,1,1,0.0,0.0,0,0
611,6,13623055,5,2,0.0,0.0,1,5
628,6,20935,3,6,0.0,62.0,0,0
506,17,39362,200,0,88000.0,0.0,1,1
607,6,128,2,2,0.0,0.0,1,5
66,6,25348309,5,2,0.0,0.0,1,5
824,17,20714,2,2,88.0,120.0,0,0
974,17,20725,2,2,58.0,166.0,0,0
92,6,175,1,1,0.0,0.0,0,5
152,6,107,2,2,0.0,0.0,1,2
383,17,20690,2,2,78.0,190.0,0,0
2,6,112,2,2,0.0,0.0,1,2
513,6,104,1,2,0.0,0.0,0,5
976,17,1,2,0,458.0,0.0,1,6
374,17,45,2,0,766.0,0.0,1,3
790,6,1,2,0,0.0,0.0,1,2
658,17,109757,4,0,1446.0,0.0,1,3
797,17,2,2,0,422.0,0.0,1,6
18,17,2,2,0,2944.0,0.0,1,7
690,17,45825,200,0,88000.0,0.0,1,1
472,6,202,1,1,0.0,0.0,0,1
977,17,103213,200,0,88000.0,0.0,1,1
934,17,1,2,0,778.0,0.0,1,3
929,6,116500066,16,2,0.0,0.0,1,2
459,6,5247918,12,9,1740.0,4290.0,1,5
276,17,2,2,0,2944.0,0.0,1,7
217,17,1,2,0,422.0,0.0,1,6
334,6,40711101,7,4,0.0,0.0,1,5
778,6,142084,4,2,0.0,0.0,1,5
432,17,2,2,0,2944.0,0.0,1,7
621,17,1,2,0,458.0,0.0,1,6
193,17,49,2,0,458.0,0.0,1,6
69,17,1,2,0,802.0,0.0,1,3
833,17,110045,4,0,1446.0,0.0,1,3
536,17,1,2,0,2734.0,0.0,1,7
715,17,29681,200,0,88000.0,0.0,1,1
37,17,1,2,0,1044.0,0.0,1,4
686,17,1142,8,0,3520.0,0.0,0,1
445,6,112395629,22,8,0.0,0.0,1,2
786,17,2,2,0,2944.0,0.0,1,7
669,6,11699396,35,40,3086.0,4514.0,1,5
745,17,3,2,0,2944.0,0.0,1,7
228,6,165,1,2,0.0,0.0,0,5
88,17,1,2,0,458.0,0.0,1,6
87,17,1,2,0,842.0,0.0,1,4
590,6,118340766,16,2,0.0,0.0,1,2
3,17,48337,200,0,88000.0,0.0,1,1
202,6,12261100,8,7,1110.0,2146.0,1,5
856,17,105265,4,0,1398.0,0.0,1,3
737,17,659767,14,0,5154.0,0.0,1,3
75,6,102,1,2,0.0,0.0,1,5
697,17,35252,150,0,66000.0,0.0,1,1
581,6,1,2,0,0.0,0.0,1,2
608,17,2,2,0,458.0,0.0,1,6
626,17,1,2,0,458.0,0.0,1,6
107,17,1,2,0,1620.0,0.0,1,4
897,6,5276499,12,9,1740.0,4290.0,1,5
291,17,1,2,0,974.0,0.0,1,4
40,17,1,2,0,458.0,0.0,1,6
710,6,1,2,0,0.0,0.0,1,2
505,6,196,1,2,0.0,0.0,1,0
805,17,3,2,0,2944.0,0.0,1,7
41,17,20598,2,2,78.0,142.0,0,0
15,6,143,1,1,0.0,0.0,0,5
371,17,1,2,0,766.0,0.0,1,3
